Year,Grader,Grade Type,Grade,Inventory #,Mint Location,DL Toning Degree,Brilliance Obverse,Brilliance Reverse,Toning Obverse,Toning Reverse,EdgeFreq Flat Obverse,EdgeFreq Flat Reverse,EdgeFreq Descriptive Obverse,EdgeFreq Descriptive Reverse,EdgeFreq RedOrange Obverse,EdgeFreq RedOrange Reverse,EdgeFreq Yellow Obverse,EdgeFreq Yellow Reverse,EdgeFreq Green Obverse,EdgeFreq Green Reverse,Unnamed: 21,Unnamed: 22
1878,PCGS,MS,64,2249072,San Francisco,3,9,9,1,1.65,3877,2267,203469,232590,33343,43050,119342,74063,39624,103339,,
1883,PCGS,MS,65,2295094,Philadelphia,2,10,9,0,0,2899,1864,202409,198726,30764,35266,119345,69359,28683,74267,,
1879,PCGS,MS,63,2288122,San Francisco,2,10,9,1,0.35,5802,2059,196275,201190,42487,41428,119352,63681,32417,78663,,
1882,PCGS,MS,66,2160392,Carson City,2,10,10,0,0,2901,2606,199676,244496,32668,41504,119353,85702,34356,88758,,
1888,PCGS,MS,65,1888316,New Orleans,1,10,10,0,0,2836,1004,192609,238028,25362,34804,119355,87788,36077,87456,,
1882,NGC-GSA,MS,63,2288593,Carson City,1,10,10,0,0,3600,2527,212020,248375,31385,39396,119355,92222,30003,87691,,
1878,PCGS-CAC,MS,64,2293736,Philadelphia,2,10,9,0.35,0.35,6318,2800,181782,163110,30909,33688,119364,58664,26984,63883,,
1903,NGC,MS,65,2203924,Philadelphia,1,10,10,0,0,2585,1792,194332,193950,23752,34586,119369,67233,24247,72021,,
1895,PCGS,AU,55,2234184,San Francisco,2,9,9,0,0,4272,2685,200220,236670,34613,41093,119370,85825,28555,82894,,
1882,PCGS,MS,66,2117228,Philadelphia,1,10,10,0,0,2433,1418,186943,232379,22291,35044,119377,88586,27021,80163,,
1892,PCGS,MS,65,2032127,New Orleans,1,10,10,0,0,1514,1884,199933,234028,24911,32306,119383,87586,33923,85607,,
1880,PCGS,MS,63,2257056,Carson City,2,10,10,0,0,4203,1866,196382,231530,27914,33458,119383,85333,30152,88331,,
1892,NGC,MS,62,2298776,Philadelphia,3,10,10,0,0,3635,3264,166288,212206,32521,37645,119384,87612,26167,75587,,
1888,NGC,MS,67,2281313,Philadelphia,1,10,10,0,0,2264,2987,170305,176660,18907,32266,119388,69687,24995,66952,,
1886,NGC,MS,63,2248539,Philadelphia,2,10,10,0,0,2451,1633,176114,202298,23887,35991,119391,77731,24717,78088,,
1883,PCGS,MS,61,2109793,Carson City,2,10,10,0,0.35,2998,2997,188315,244646,27560,41962,119395,92871,32422,90064,,
1881,PCGS,MS,66,1854714,San Francisco,1,10,10,1.75,0,2068,1402,196245,244519,23244,36322,119405,85387,31273,87819,,
1880,PCGS,MS,64,2296669,Philadelphia,2,10,10,0,0,2008,2022,180497,207942,24608,34510,119406,77091,19448,74265,,
1899,PCGS,MS,63,1883851,New Orleans,1,10,10,0,0,2753,1618,188067,243966,27861,35234,119408,87497,29828,86320,,
1899,PCGS,MS,63,2068705,Philadelphia,1,10,10,0,0,4346,1674,199672,242242,33881,36573,119412,87492,31323,81650,,
1879,PCGS,MS,63,1855258,San Francisco,1,10,10,1.75,0,3915,1602,195575,238304,31883,35558,119412,88708,29514,82899,,
1882,PCGS,MS,63,1857751,Philadelphia,2,10,10,1.75,0.35,4411,2041,189280,242173,35247,40549,119412,90687,29188,84597,,
1881,PCGS,MS,63,1883780,Philadelphia,1,10,10,0,0,5704,2702,214336,225420,38768,39123,119415,79529,32075,81552,,
1878,PCGS,AU,58,2215015,Philadelphia,3,10,9,0.35,0.35,9949,4231,211003,239623,41291,46420,119416,77436,39237,91053,,
1878,PCGS,AU,58,2223959,Philadelphia,2,10,10,0,0,4992,2272,186034,213115,36833,36761,119424,82616,27322,85378,,
1894,PCGS,AU,58,2289168,New Orleans,3,10,10,0,0,2988,2074,182962,219284,29241,33774,119435,80504,26847,81557,,
1898,PCGS,MS,67,1868767,Philadelphia,1,10,10,0,0,956,1120,187403,235774,18280,35434,119437,89205,27896,86208,,
1888,PCGS,MS,65,2287744,New Orleans,1,10,10,0,0,1991,1339,181316,197767,22716,32573,119442,73003,27929,76354,,
1882,NGC,MS,64,2445412,Carson City,1,10,10,1.75,0,2863,2677,180001,224539,26122,39164,119442,87041,23253,83680,,
1899,NGC,MS,63,2255684,Philadelphia,2,10,10,0.65,0,4205,3184,194308,215989,30802,42225,119447,78131,27578,77931,,
1881,PCGS,MS,65,2462447,San Francisco,2,10,10,0,0,592,1328,190647,210660,18182,33331,119451,70319,25259,77182,,
1878,NGC,MS,63,2274267,San Francisco,3,9,10,1,0,4679,2003,180091,204135,34875,37805,119452,75987,25400,80300,,
1894,PCGS,MS,63,2290080,San Francisco,1,10,10,0,0,2734,1791,188515,219120,23563,36374,119468,78368,27144,80508,,
1895,PCGS,MS,65,2029619,San Francisco,2,10,10,0,0,1349,1237,202746,234305,23649,36920,119468,80954,29024,83030,,
1879,PCGS,MS,63,2169378,New Orleans,2,10,10,0,0,1281,1865,184207,238328,23311,36159,119468,86473,32265,87384,,
1885,PCGS,MS,65,2224441,Philadelphia,1,10,10,0,0,2373,2350,195151,221733,23207,36010,119469,79051,29086,80564,,
1884,NGC,AU,55,2211952,San Francisco,2,10,10,0,0,6206,4193,185874,221697,27193,45097,119469,87484,28611,82781,,
1892,PCGS,MS,66,2408865,New Orleans,1,10,10,0,0,1609,1366,187809,201316,21673,33888,119470,72269,32452,75171,,
1887,PCGS,MS,64,2432441,Philadelphia,1,9,9,0,0,3521,3170,200406,203633,28868,36225,119472,77407,29225,71971,,
1885,PCGS-CAC,MS,65,2259624,New Orleans,2,10,10,0,0,2142,2633,177605,220226,22026,36573,119478,79715,28717,83481,,
1886,NGC,MS,65,2203066,Philadelphia,1,10,10,0,0,1730,1979,191276,218080,20784,36382,119486,80526,25881,77517,,
1879,PCGS,MS,62,2289602,New Orleans,1,10,10,0,0,4003,3214,184046,207120,31727,35993,119487,78369,27788,78736,,
1879,NGC,MS,62,2016254,New Orleans,2,9,9,1.75,0,3388,1847,183023,243499,36086,37387,119491,91409,27308,82640,,
1887,PCGS,MS,63,2296677,New Orleans,0,10,10,0,0,3109,1355,190369,232948,32056,39772,119491,80836,32135,86578,,
1884,PCGS,MS,64,2093090,Philadelphia,2,10,10,0,0,3554,2202,193119,234310,27360,38331,119494,88475,35276,85861,,
1891,PCGS,MS,62,2272179,Carson City,2,10,10,0,0,4299,4115,183089,227243,29644,41458,119497,81712,27590,79510,,
1883,PCGS,MS,64,2458502,Carson City,2,10,10,0,0,3331,1953,188412,227839,29858,38713,119499,84798,28486,84587,,
1883,NGC,MS,63,1855706,New Orleans,2,10,10,1.75,0,3312,2558,178602,228166,30891,38651,119508,91015,27080,82936,,
1892,NGC,AU,58,2255022,Carson City,1,10,10,0,0,5995,2877,201562,224912,37242,42073,119514,81441,24341,75511,,
1884,NGC,MS,64,2177377,New Orleans,1,10,10,0,0,3595,1649,174312,225174,22531,31295,119515,82369,26568,80505,,
1878,PCGS,MS,64,2181416,San Francisco,3,8,10,3.25,0,4075,2455,196230,236286,32663,42636,119523,84823,30500,83863,,
1903,PCGS,MS,63,2279654,Philadelphia,2,10,10,0,0,8022,2896,190597,210728,35102,35547,119524,74761,28617,77299,,
1899,PCGS-CAC,AU,58,2218964,San Francisco,2,9,9,0,0,7349,3489,187722,219937,34710,40037,119524,83569,32723,77487,,
1878,PCGS,MS,63,2065678,San Francisco,2,10,10,2.05,0,3279,1657,197158,241850,28455,37888,119530,83647,31402,88377,,
1878,PCGS,MS,66,2129334,Carson City,2,10,10,0,0,2687,2432,187912,215843,26121,36696,119531,78607,31351,84303,,
1902,NGC,AU,58,2286608,San Francisco,2,10,10,0,0,3321,2561,202012,213396,31783,36397,119538,77796,32194,78881,,
1896,PCGS,MS,67,2184420,Philadelphia,2,10,10,0,0.35,942,1828,172410,226614,16707,36584,119540,89505,25275,73041,,
1899,PCGS,MS,63,1883823,Philadelphia,1,10,10,0,0,3276,1133,190788,234445,30299,35635,119545,89997,30044,80831,,
1886,PCGS,MS,68,2261017,Philadelphia,2,10,10,0,0,2087,2377,188473,224454,20787,34361,119552,81458,27273,81519,,
1901,PCGS,MS,64,2054148,San Francisco,1,10,10,0,0,1975,1384,197458,228987,26267,34750,119554,81840,30624,83059,,
1900,PCGS,MS,65,2181398,San Francisco,2,10,10,0,0,3752,1467,203365,232344,31495,32541,119563,86403,34329,85999,,
1887,PCGS-CAC,MS,64,2224454,San Francisco,1,10,10,0,0,3015,1977,192185,216905,25940,35145,119564,80953,25948,73442,,
1904,PCGS-CAC,MS,63,2009624,San Francisco,3,9,10,2.6,1.3,2206,1850,210973,241516,28239,38125,119567,84995,32169,85485,,
1885,PCGS,AU,58,2458446,San Francisco,2,10,10,1.75,0.35,2350,3394,171665,223619,26283,41151,119570,84613,27128,84062,,
1884,PCGS,MS,64,2450915,New Orleans,2,10,10,2.4,0,2064,3990,172778,213877,25408,41943,119575,83725,22286,82404,,
1889,PCGS,MS,65,2287742,Philadelphia,1,10,10,0,0,2570,2543,189807,219859,26749,38364,119577,76443,27008,78613,,
1885,PCGS,MS,63,1857757,Philadelphia,2,10,10,2.4,1.35,1907,1626,184309,220070,23140,34997,119580,87407,28384,81924,,
1880,NGC,MS,64,2380874,San Francisco,1,10,10,0,0,2573,2410,184312,194251,27219,37922,119597,75223,25067,74818,,
1881,NGC,MS,63,2093113,Philadelphia,1,10,10,0,0,1928,1542,194918,237677,20177,34339,119598,89513,28027,86187,,
1889,NGC,AU,58,2208427,Carson City,1,10,10,0,0,2420,2211,195854,230152,28215,36929,119602,86622,30593,85650,,
1897,PCGS,MS,64,2261084,San Francisco,2,10,10,0,0,3764,933,196191,223840,25728,33934,119614,79536,30386,85219,,
1897,PCGS,MS,65,2279717,San Francisco,2,10,10,0,0,6831,1443,191085,202750,28628,34296,119616,69320,31737,78482,,
1894,PCGS,AU,55,2253515,Philadelphia,2,10,10,0,0,5593,2788,199984,229072,33756,37035,119623,83056,31937,81582,,
1903,PCGS,MS,64,2287671,New Orleans,1,10,10,0,0,1699,2328,184506,191050,21634,36620,119629,65918,21653,71740,,
1883,NGC,MS,63,1888325,Carson City,2,10,10,1.75,0,2800,1601,196219,240749,27177,35407,119632,85152,34557,87325,,
1888,PCGS,MS,66,2295112,Philadelphia,1,10,10,0,0,955,1080,185210,219988,20372,34606,119639,75961,24057,77393,,
1899,PCGS-CAC,MS,65,2231591,San Francisco,2,10,10,0,0,2905,1830,177130,210811,27530,35462,119650,75285,27865,83647,,
1890,PCGS-CAC,MS,63,1875300,Carson City,2,10,10,0,0,1988,1140,206833,241869,25622,33657,119652,85757,34971,87275,,
1898,PCGS,MS,65,2287694,Philadelphia,1,10,10,0,0,1502,1609,185777,209698,22235,40716,119655,76245,23946,75321,,
1891,PCGS,MS,66,2408863,San Francisco,1,10,10,0,0,1525,1901,184043,205918,21618,37175,119657,73430,22623,72882,,
1888,PCGS,AU,55,2296679,San Francisco,3,9,9,0,0,1244,1833,180225,218535,24454,41239,119657,77882,31665,80333,,
1878,NGC,AU,55,2263056,Philadelphia,3,10,9,2.3,2.95,4274,6509,205529,256807,35939,63436,119657,88584,39822,100684,,
1878,PCGS,MS,63,2234538,San Francisco,3,9,9,2,2.65,9409,4468,213870,238730,55330,57574,119663,84863,36298,98659,,
1878,PCGS,MS,63,2298798,Philadelphia,1,10,10,0,0,2243,2411,207542,217397,27644,38624,119664,77523,27233,73713,,
1884,PCGS,MS,62,2451034,Carson City,1,10,10,0,0,4436,2404,199797,213575,33931,34177,119666,80322,28959,78834,,
1888,ANACS,AU,58,2226461,San Francisco,3,9,9,0,0,3889,2045,204493,220672,30608,38216,119668,80307,33678,82242,,
1881,NGC,MS,64,2420365,San Francisco,1,5,10,3.05,0,4928,2116,194330,199554,43534,40969,119670,73434,31140,77134,,
1889,PCGS,MS,65,2249094,Philadelphia,2,10,10,1.95,0,4315,1830,188530,217359,31377,37672,119673,80479,25154,81297,,
1885,PCGS-CAC,MS,66,1875411,New Orleans,3,10,10,4.35,0.65,3255,2509,197983,211861,36708,42478,119676,80317,41468,80326,,
1880,NGC,MS,66,2289660,San Francisco,1,10,10,0,0,2848,1657,193320,218593,26598,38472,119684,76847,28266,77023,,
1887,PCGS,MS,63,1855782,Philadelphia,1,10,10,1.05,0,3308,1677,196876,240432,29464,36176,119684,89389,34239,86374,,
1886,PCGS,MS,63,2462922,Philadelphia,2,10,10,0.7,0,1324,2199,189557,231779,22437,37381,119686,85704,29660,81141,,
1881,PCGS-CAC,MS,66,2259627,San Francisco,2,10,10,0,0,4223,2803,193175,225608,32017,42877,119686,78776,35256,86906,,
1899,PCGS,MS,66,2408874,Philadelphia,2,10,10,0,0,1814,1413,195940,221672,20963,33132,119690,76654,29087,81327,,
1892,PCGS,MS,65,2461457,New Orleans,2,10,10,0.35,0.35,1662,1814,171755,215341,24053,35744,119691,83324,25590,82732,,
1890,PCGS,MS,62,2241136,New Orleans,2,10,10,0,0,3860,2811,192494,215726,26194,35342,119693,83135,30771,83907,,
1878,PCGS,MS,64,2364307,San Francisco,1,10,10,0,0,1691,2836,182873,216251,24696,38745,119699,78787,26020,83318,,
1891,PCGS,MS,62,2218536,Carson City,1,10,10,0,0,4308,2446,197378,229038,31441,37214,119700,85553,26860,80566,,
1883,PCGS-GSA,MS,63,2391894,Carson City,1,10,10,0,0,3692,2594,188758,205208,31459,34973,119707,80407,28200,78932,,
1878,NGC,MS,61,2128804,Carson City,2,10,10,1.05,0.35,6188,3189,204428,213672,40804,41671,119708,75976,32695,87375,,
1887,NGC-CAC,MS,63,2263040,Philadelphia,3,9,10,2.65,0,4119,3064,203341,229311,34871,42615,119708,80072,33794,88416,,
1880,NGC,MS,64,2285241,Philadelphia,1,10,10,0,0,1733,1542,193145,214138,24986,34595,119709,72623,24880,76909,,
1887,NGC,MS,64,2177388,Philadelphia,1,10,10,0,0,1826,2213,183894,234341,22255,37169,119710,86385,23813,83085,,
1884,NGC,MS,64,2026209,New Orleans,1,10,10,0,0,1760,2046,188723,221869,23801,37853,119716,86844,24908,81560,,
1881,PCGS,MS,65,2016068,Philadelphia,1,10,10,0,0,2616,1838,196431,238885,26622,34790,119724,88679,28705,85838,,
1882,NGC,MS,62,1863740,New Orleans,3,9,9,2.4,0.65,1576,2116,172397,208200,26108,40445,119728,88800,23875,77315,,
1899,PCGS,MS,64,2177429,Philadelphia,2,10,10,0,0.35,3264,2023,188998,236195,31660,39740,119730,90049,32579,84867,,
1881,PCGS,MS,65,2288198,Carson City,3,10,10,1,0,4347,2482,175880,197287,36095,38008,119731,68115,26488,80252,,
1900,PCGS,MS,65,2009589,New Orleans,1,10,9,0,0,1688,1658,198041,231904,20793,34756,119736,87864,32372,88981,,
1894,PCGS,MS,64,2257097,San Francisco,1,10,10,0,0,1581,2386,200811,230105,20823,37507,119737,79880,31547,82470,,
1891,PCGS,MS,62,2025079,New Orleans,1,10,10,0,0,2434,1881,196101,247198,29732,37569,119738,88652,30235,83786,,
1890,PCGS,MS,64,2289577,New Orleans,1,10,10,0,0,2205,2016,188977,227936,25526,38756,119738,79229,30391,90924,,
1900,PCGS,MS,65,2236079,New Orleans,2,10,10,0,0,2694,1338,196927,204892,24133,34915,119739,76015,28105,75849,,
1888,NGC,MS,64,2298995,New Orleans,1,10,10,0,0,1936,2432,174517,205577,26435,40265,119741,77748,25267,79564,,
1878,NGC,MS,64,2274268,San Francisco,2,10,10,0,0,2199,1245,198652,238877,33215,39015,119746,84238,35113,92977,,
1903,PCGS,MS,63,2092971,New Orleans,1,10,10,0,0,2290,1978,187755,232280,26081,36211,119750,83025,28514,87792,,
1902,PCGS,MS,63,2234687,San Francisco,2,10,10,0,0,4959,2924,191645,213874,30218,38339,119752,76846,23263,75379,,
1904,PCGS,MS,63,2068717,New Orleans,1,9,9,0,0,1569,1220,201474,227677,22750,32681,119752,78150,28873,80819,,
1890,PCGS,MS,62,1883806,San Francisco,2,10,10,0.65,0.35,5064,1787,198948,235491,41766,39957,119752,87066,30084,83918,,
1890,PCGS,MS,64,2120308,New Orleans,1,10,10,0,0,3757,2930,195740,238077,29174,37885,119755,85776,29529,87206,,
1884,PCGS,MS,63,2128803,New Orleans,1,10,10,0,0,2539,2343,176051,222058,26506,37125,119763,88633,25653,85855,,
1894,PCGS,MS,61,2286247,Philadelphia,1,10,10,0,0,2725,2142,186729,213130,25944,36422,119764,75589,29339,81616,,
1880,PCGS,MS,63,2155818,San Francisco,1,10,10,0,0,5508,1860,226539,246687,40831,38647,119767,82366,36713,83932,,
1891,PCGS,MS,62,2381849,San Francisco,2,10,10,0,0,2499,2728,184911,224242,26355,41787,119770,81180,26148,80716,,
1887,NGC,MS,63,2259701,New Orleans,3,10,7,2.3,2.95,4947,2814,184404,193070,39038,34790,119774,70279,27912,74135,,
1903,PCGS,MS,64,2064153,New Orleans,2,10,10,0.65,0,1313,2460,191983,234153,25008,36950,119774,87120,26723,83274,,
1882,NGC,MS,64,2128825,Philadelphia,2,10,10,1.75,0,3535,1963,209931,235993,34265,39644,119782,79656,35058,90870,,
1880,PCGS,MS,65,2125969,Philadelphia,2,10,10,0,0,3551,2409,210833,232303,36771,39827,119786,80909,33075,84396,,
1898,PCGS,MS,66,2463002,Philadelphia,1,10,10,0,0,779,1813,187318,230598,17988,35894,119787,84738,25564,81737,,
1881,NGC-CAC,MS,65,2184460,San Francisco,2,10,10,0,0,4175,2731,176343,201515,27521,42978,119795,75264,20328,72278,,
1884,PCGS,MS,65,1853838,New Orleans,2,10,10,3.7,1.3,1911,1560,180484,228808,26133,35494,119795,91194,26931,86429,,
1888,NGC,MS,64,2064210,New Orleans,2,9,10,1.65,0,2139,2256,186089,232767,29274,38874,119800,86467,32523,86550,,
1878,NGC,MS,63,2248076,Philadelphia,1,10,10,0,0,5279,2506,196549,216042,33087,42898,119801,76998,24058,79567,,
1900,NGC,MS,65,1853882,New Orleans,1,10,10,0,0,2498,1604,194007,239564,26619,36523,119806,88419,31051,84910,,
1921,NGC,MS,63,2160476,Philadelphia,3,9,10,0.35,2,10352,4570,226657,226474,52239,50726,119806,68307,40226,89123,,
1882,NGC-CAC,MS,66,2215023,San Francisco,3,9,9,3.25,3.25,4387,4093,218302,235983,38702,48646,119808,76072,44285,94588,,
1879,NGC,MS,64,2085813,San Francisco,1,10,10,0,0,3935,1705,214502,238630,37519,38318,119809,83753,28267,86207,,
1881,PCGS,MS,66,2087684,San Francisco,1,9,9,1.75,0,1834,1469,192487,226629,23295,34873,119811,77137,28776,83045,,
1884,PCGS,MS,62,2462918,New Orleans,2,10,10,1.75,0,3304,3347,181797,215491,33222,38274,119814,82483,29463,87128,,
1881,NGC,MS,65,1853890,San Francisco,2,10,10,1.75,0,2628,2066,204113,249999,27639,38755,119815,87781,27984,90433,,
1884,PCGS,MS,67,2097759,New Orleans,2,10,10,1.75,0,2911,1384,185674,224111,31132,34135,119817,88453,30730,88304,,
1897,NGC,MS,65,2184477,Philadelphia,2,10,10,0,0,2808,1758,189107,231983,26584,38284,119818,88577,27713,82829,,
1878,PCGS,MS,63,1883844,Philadelphia,3,9,9,1.7,0.7,3591,1812,203657,233547,33312,41251,119824,83799,34069,85949,,
1886,PCGS,MS,65,2369635,Philadelphia,2,10,10,1.35,0.65,3806,5556,189675,245081,27800,45728,119829,88274,30572,96192,,
1921,PCGS,MS,63,1858217,Denver,2,10,10,0.65,0.35,3247,2409,199134,245317,29330,40259,119830,91647,25973,76892,,
1898,PCGS,MS,64,1883850,New Orleans,1,10,10,0,0,2596,1881,205638,252251,30040,37057,119832,90882,36225,88758,,
1888,PCGS,MS,63,2248028,New Orleans,2,10,10,0,0,4339,2410,182745,227971,32034,37878,119836,82543,32615,91029,,
1921,PCGS,MS,66,2020036,Denver,1,10,10,0,0,1347,2879,194202,233848,24535,41435,119837,88048,28532,79045,,
1888,PCGS,MS,64,2090232,New Orleans,2,10,10,0,0,3108,3812,198875,248512,28203,44899,119844,88871,34923,87717,,
1901,NGC,MS,67,2376872,New Orleans,1,10,9,0,0,2174,2670,167125,181203,20915,37014,119848,73465,25053,70440,,
1887,PCGS,MS,66,1868270,Philadelphia,1,10,10,0,0,2693,1645,193311,249374,24004,35335,119848,90898,31370,87846,,
1880,PCGS,MS,63,1855787,San Francisco,2,9,9,2.4,0.65,2334,1428,196060,234951,29253,34042,119851,87342,28889,85900,,
1894,PCGS,AU,58,2009544,Philadelphia,2,9,9,0.65,0.65,1879,1688,179911,224550,26829,38505,119856,90502,30887,82941,,
1888,PCGS-CAC,MS,64,2078667,New Orleans,1,10,10,0,0,1800,1539,198430,252137,25177,32573,119856,89481,34906,91370,,
1885,PCGS,MS,65,2463861,New Orleans,3,6,10,4.35,0.35,2220,3521,182801,204134,26699,40708,119859,85795,29839,78945,,
1893,PCGS,MS,61,2110758,Philadelphia,2,10,10,2,0,5696,1645,212107,232410,43357,38382,119876,82633,31207,79920,,
1887,PCGS-CAC,MS,66,2408851,Philadelphia,1,10,10,0,0,1616,2001,195411,213815,24401,34659,119879,77004,25658,79520,,
1892,PCGS,MS,61,2039652,Carson City,1,10,10,0,0,3225,1185,209454,252152,31179,35683,119881,85852,33588,90764,,
1898,PCGS,MS,64,2128800,New Orleans,1,10,10,0,0,1754,1606,191197,235490,25534,34471,119883,89546,30312,85939,,
1885,PCGS,MS,63,2079707,Philadelphia,1,10,10,1.75,0,2825,2436,192374,238856,27281,36077,119884,91861,30776,82390,,
1885,PCGS,MS,63,2248111,Philadelphia,2,10,10,0,0,2825,2436,192374,238856,27281,36077,119884,91861,30776,82390,,
1881,PCGS,MS,63,1857750,Carson City,2,10,10,1.75,0.65,1439,1604,188071,233046,22088,32848,119885,86681,32373,84126,,
1886,PCGS,MS,63,2128802,Philadelphia,2,10,10,0,0,4112,1657,190807,238716,31738,34333,119886,89142,24829,78635,,
1901,PCGS,MS,63,2287726,San Francisco,1,10,10,0,0,2851,1767,204059,218570,26448,36175,119887,76135,28122,78449,,
1882,PCGS,MS,65,2291830,San Francisco,3,9,10,3.6,0,2044,1688,189939,217369,28361,37581,119889,81819,31517,79797,,
1894,PCGS,MS,65,2441389,New Orleans,2,10,10,0.35,0,1588,1477,171034,218565,23128,36054,119889,80627,21146,80884,,
1894,PCGS,MS,66,2080664,San Francisco,2,10,10,0,2.3,1887,2089,176585,231091,21904,38262,119890,86154,26294,85065,,
1890,NGC,MS,63,2062859,Carson City,1,10,10,0,0.35,2702,1855,198574,238847,30378,39644,119890,89288,33753,85398,,
1904,PCGS,MS,62,1883853,Philadelphia,1,10,10,0,0,1807,1555,205041,250639,22180,36207,119892,88526,29819,90226,,
1891,PCGS,MS,62,2093100,Carson City,2,10,10,0,0.7,4783,1922,191910,215040,38359,37072,119895,86717,30699,78120,,
1888,PCGS,MS,65,2252044,New Orleans,1,10,10,0,0,1455,1955,189781,212415,20853,34422,119896,75214,29834,79676,,
1886,NGC,MS,63,2248538,Philadelphia,1,10,10,0,0,2999,2695,183069,208682,25553,34312,119897,78131,23661,79279,,
1881,PCGS,MS,64,2204061,San Francisco,3,9,9,1.65,2.3,4583,4186,210237,211492,43587,44058,119899,65229,55366,94542,,
1879,PCGS,MS,62,1883774,San Francisco,1,10,10,1.75,0,5936,1033,193896,233688,47789,35462,119905,87646,27187,86323,,
1904,PCGS,MS,64,2270561,San Francisco,1,10,10,0,0,3169,2225,199218,216010,24629,33675,119906,80109,28326,78231,,
1883,NGC,MS,64,2194947,Philadelphia,1,10,10,0,0,2122,1768,192144,229555,23478,34925,119909,88084,29509,83461,,
1878,PCGS,AU,58,2289169,Carson City,1,9,10,0,0,4310,2930,203028,241612,36550,44366,119912,85226,27726,83172,,
1899,PCGS,MS,63,1856885,New Orleans,2,10,10,0,0,2668,1660,193005,234220,25564,32731,119916,88461,32566,85824,,
1883,PCGS,MS,66,2099201,Carson City,2,10,10,1.75,0,963,1064,185566,233646,17613,34497,119918,88870,30369,86300,,
1883,PCGS-CAC,MS,66,2100739,Philadelphia,3,10,10,4.35,0.35,2623,2607,185524,236493,27015,38089,119918,90478,32627,87847,,
1888,PCGS,AU,58,2034084,San Francisco,1,9,9,0,0,3468,2726,207815,239569,32846,44874,119919,78940,31603,80955,,
1884,NGC,MS,67,2257531,New Orleans,2,10,10,0,0,1810,1615,177015,207136,20219,34654,119935,74613,24173,80750,,
1882,PCGS,MS,64,2255213,New Orleans,2,10,9,0,0.7,2776,2319,180926,190879,24587,34366,119943,74794,25751,71606,,
1887,NGC,MS,68,2014557,Philadelphia,1,10,10,1.05,0,1599,1353,193617,238421,21802,36828,119943,87323,30390,83049,,
1904,PCGS,MS,66,2178872,New Orleans,2,10,10,0,0,990,2373,162478,221605,20540,38226,119948,85992,22778,81117,,
1878,NGC,MS,64,2298749,San Francisco,1,10,10,0,0,1316,2103,183770,208063,20980,36853,119949,77559,25431,76604,,
1881,PCGS,MS,65,2049145,Philadelphia,1,10,10,0,0,2101,1943,197191,235994,23498,37290,119950,83874,26340,85054,,
1901,NGC,MS,63,2125833,New Orleans,1,10,10,0,0,3196,1690,178856,220361,21093,32089,119956,83608,28792,78341,,
1887,PCGS,MS,62,2184425,San Francisco,2,10,10,0.65,1.95,2477,1290,199502,227657,29307,39729,119960,83497,29519,81758,,
1898,PCGS,MS,64,2009626,San Francisco,1,9,9,0,0,3153,1449,208160,235044,32917,36960,119960,79396,29163,82485,,
1887,PCGS,MS,64,1872270,New Orleans,2,10,9,0,0.65,2316,2207,194459,237799,27834,38422,119963,88790,34365,87968,,
1887,PCGS,MS,64,2065676,San Francisco,1,10,10,0,0,3095,1283,208606,240653,29344,39461,119964,83110,29779,78071,,
1885,PCGS,MS,64,2090177,New Orleans,1,10,10,0,0,3254,1515,179316,220799,28317,35464,119973,84779,26546,81436,,
1891,PCGS,MS,63,2182887,Carson City,2,10,10,0,0,3632,1443,171046,204669,30175,34333,119974,88638,26027,73850,,
1884,NGC,MS,66,2075355,Carson City,2,10,10,1.75,0,2678,1846,185227,217426,26810,33177,119976,81901,31892,82945,,
1897,PCGS,MS,62,1883848,Philadelphia,1,10,10,0,0,5508,1011,211491,238145,37771,35750,119976,88200,30814,83429,,
1889,PCGS,MS,65,2232116,Philadelphia,1,10,10,0,0,2941,3026,184800,219734,23116,36677,119977,83106,19360,74801,,
1880,PCGS,MS,64,2182941,Philadelphia,2,10,10,0.35,0,2002,1612,170516,212626,23202,37526,119979,85039,22025,80315,,
1886,NGC,MS,64,2274314,Philadelphia,3,10,9,1,0,5830,2851,184450,220993,27851,36887,119982,79828,25661,78314,,
1885,NGC-CAC,MS,65,2110889,New Orleans,1,10,10,1.75,0,1461,1323,173151,213704,24859,33843,119983,87225,21496,82689,,
1888,PCGS-CAC,MS,63,2234507,San Francisco,1,10,9,0,0,3675,3192,202017,196904,32112,38108,119986,66078,31358,80187,,
1900,PCGS,MS,63,1857759,New Orleans,2,10,10,0.35,1,1730,1797,181041,225707,24188,35325,119988,90205,25367,80449,,
1885,ANACS,MS,64,2263525,New Orleans,3,10,10,1.35,1.35,3739,2822,178905,223831,27522,36638,119990,82124,28700,91808,,
1898,PCGS,MS,64,2029096,New Orleans,2,10,10,0,2.6,3602,2569,199526,254179,33650,42493,119991,87603,35013,91480,,
1881,NGC,MS,63,2224461,Carson City,1,10,10,0,0,1126,1842,179394,234841,19293,37746,120005,86554,30130,81978,,
1882,NGC,MS,64,2128822,San Francisco,2,9,8,0,0.35,6593,2243,184637,196928,35005,36644,120007,74098,22731,74633,,
1887,NGC,MS,64,1883391,Philadelphia,1,10,10,1.05,0,2475,1457,204507,234716,27139,35723,120010,88941,27617,80562,,
